DIRECTORIO,PER,PERIODO,MES,DPTO,P3271,P6040,P6080,P3042,P7495,RAMA2D_R4
8078710,2024,20241252,12,63,2,66,6,4.0,1,
8078711,2024,20241252,12,63,1,42,6,10.0,2,11.0
8078712,2024,20241252,12,63,1,55,6,11.0,2,46.0
8078712,2024,20241252,12,63,1,55,6,11.0,2,46.0
8078712,2024,20241252,12,63,1,55,6,11.0,2,46.0
8078712,2024,20241252,12,63,1,55,6,11.0,2,46.0
8078712,2024,20241252,12,63,1,55,6,11.0,2,46.0
8078712,2024,20241252,12,63,1,55,6,11.0,2,46.0
8078712,2024,20241252,12,63,2,54,6,3.0,2,46.0
8078712,2024,20241252,12,63,2,54,6,3.0,2,46.0
8078712,2024,20241252,12,63,2,54,6,3.0,2,46.0
8078712,2024,20241252,12,63,2,54,6,3.0,2,46.0
8078712,2024,20241252,12,63,2,54,6,3.0,2,46.0
8078712,2024,20241252,12,63,2,54,6,3.0,2,46.0
8078712,2024,20241252,12,63,2,27,6,10.0,2,46.0
8078712,2024,20241252,12,63,2,27,6,10.0,2,46.0
8078712,2024,20241252,12,63,2,27,6,10.0,2,46.0
8078712,2024,20241252,12,63,2,27,6,10.0,2,46.0
8078712,2024,20241252,12,63,2,27,6,10.0,2,46.0
8078712,2024,20241252,12,63,2,27,6,10.0,2,46.0
8078713,2024,20241252,12,63,1,67,6,3.0,1,97.0
8078714,2024,20241252,12,63,1,74,6,11.0,1,
8078714,2024,20241252,12,63,1,74,6,11.0,1,
8078714,2024,20241252,12,63,2,76,6,12.0,1,
8078714,2024,20241252,12,63,2,76,6,12.0,1,
8078715,2024,20241252,12,63,1,55,6,3.0,2,1.0
8078715,2024,20241252,12,63,1,55,6,3.0,2,1.0
8078715,2024,20241252,12,63,1,55,6,3.0,2,1.0
8078715,2024,20241252,12,63,2,52,6,3.0,2,1.0
8078715,2024,20241252,12,63,2,52,6,3.0,2,1.0
8078715,2024,20241252,12,63,2,52,6,3.0,2,1.0
8078715,2024,20241252,12,63,1,19,6,10.0,2,1.0
8078715,2024,20241252,12,63,1,19,6,10.0,2,1.0
8078715,2024,20241252,12,63,1,19,6,10.0,2,1.0
8078716,2024,20241252,12,63,1,60,6,3.0,2,1.0
8078717,2024,20241252,12,63,1,63,6,3.0,2,93.0
8078717,2024,20241252,12,63,1,63,6,3.0,2,93.0
8078717,2024,20241252,12,63,2,36,6,4.0,2,93.0
8078717,2024,20241252,12,63,2,36,6,4.0,2,93.0
8078718,2024,20241252,12,63,1,56,6,3.0,2,41.0
8078718,2024,20241252,12,63,1,56,6,3.0,2,97.0
8078718,2024,20241252,12,63,1,56,6,3.0,2,41.0
8078718,2024,20241252,12,63,1,56,6,3.0,2,97.0
8078718,2024,20241252,12,63,1,56,6,3.0,2,41.0
8078718,2024,20241252,12,63,1,56,6,3.0,2,97.0
8078718,2024,20241252,12,63,2,44,6,5.0,2,41.0
8078718,2024,20241252,12,63,2,44,6,5.0,2,97.0
8078718,2024,20241252,12,63,2,44,6,5.0,2,41.0
8078718,2024,20241252,12,63,2,44,6,5.0,2,97.0
8078718,2024,20241252,12,63,2,44,6,5.0,2,41.0
8078718,2024,20241252,12,63,2,44,6,5.0,2,97.0
8078718,2024,20241252,12,63,2,18,6,8.0,2,41.0
8078718,2024,20241252,12,63,2,18,6,8.0,2,97.0
8078718,2024,20241252,12,63,2,18,6,8.0,2,41.0
8078718,2024,20241252,12,63,2,18,6,8.0,2,97.0
8078718,2024,20241252,12,63,2,18,6,8.0,2,41.0
8078718,2024,20241252,12,63,2,18,6,8.0,2,97.0
8078718,2024,20241252,12,63,2,14,6,4.0,2,41.0
8078718,2024,20241252,12,63,2,14,6,4.0,2,97.0
8078718,2024,20241252,12,63,2,14,6,4.0,2,41.0
8078718,2024,20241252,12,63,2,14,6,4.0,2,97.0
8078718,2024,20241252,12,63,2,14,6,4.0,2,41.0
8078718,2024,20241252,12,63,2,14,6,4.0,2,97.0
8078719,2024,20241252,12,63,2,89,6,3.0,2,
8078719,2024,20241252,12,63,2,89,6,3.0,1,
8078719,2024,20241252,12,63,2,60,6,5.0,2,
8078719,2024,20241252,12,63,2,60,6,5.0,1,
8078720,2024,20241252,12,63,1,51,6,4.0,2,1.0
8078720,2024,20241252,12,63,1,51,6,4.0,2,1.0
8078720,2024,20241252,12,63,1,51,6,4.0,2,1.0
8078720,2024,20241252,12,63,1,51,6,4.0,2,1.0
8078720,2024,20241252,12,63,1,51,6,4.0,2,1.0
8078720,2024,20241252,12,63,1,51,6,4.0,2,1.0
8078720,2024,20241252,12,63,1,51,6,4.0,2,1.0
8078720,2024,20241252,12,63,1,51,6,4.0,2,1.0
8078720,2024,20241252,12,63,2,38,6,5.0,2,1.0
8078720,2024,20241252,12,63,2,38,6,5.0,2,1.0
8078720,2024,20241252,12,63,2,38,6,5.0,2,1.0
8078720,2024,20241252,12,63,2,38,6,5.0,2,1.0
8078720,2024,20241252,12,63,2,38,6,5.0,2,1.0
8078720,2024,20241252,12,63,2,38,6,5.0,2,1.0
8078720,2024,20241252,12,63,2,38,6,5.0,2,1.0
8078720,2024,20241252,12,63,2,38,6,5.0,2,1.0
8078720,2024,20241252,12,63,2,22,6,3.0,2,1.0
8078720,2024,20241252,12,63,2,22,6,3.0,2,1.0
8078720,2024,20241252,12,63,2,22,6,3.0,2,1.0
8078720,2024,20241252,12,63,2,22,6,3.0,2,1.0
8078720,2024,20241252,12,63,2,22,6,3.0,2,1.0
8078720,2024,20241252,12,63,2,22,6,3.0,2,1.0
8078720,2024,20241252,12,63,2,22,6,3.0,2,1.0
8078720,2024,20241252,12,63,2,22,6,3.0,2,1.0
8078720,2024,20241252,12,63,1,19,6,5.0,2,1.0
8078720,2024,20241252,12,63,1,19,6,5.0,2,1.0
8078720,2024,20241252,12,63,1,19,6,5.0,2,1.0
8078720,2024,20241252,12,63,1,19,6,5.0,2,1.0
8078720,2024,20241252,12,63,1,19,6,5.0,2,1.0
8078720,2024,20241252,12,63,1,19,6,5.0,2,1.0
8078720,2024,20241252,12,63,1,19,6,5.0,2,1.0
8078720,2024,20241252,12,63,1,19,6,5.0,2,1.0
8078721,2024,20241252,12,63,2,72,6,1.0,2,
8078722,2024,20241252,12,63,1,69,6,3.0,2,1.0
8078722,2024,20241252,12,63,1,69,6,3.0,2,25.0
8078722,2024,20241252,12,63,1,69,6,3.0,2,1.0
8078722,2024,20241252,12,63,1,69,6,3.0,2,25.0
8078722,2024,20241252,12,63,1,69,6,3.0,2,1.0
8078722,2024,20241252,12,63,1,69,6,3.0,2,25.0
8078722,2024,20241252,12,63,2,59,6,3.0,2,1.0
8078722,2024,20241252,12,63,2,59,6,3.0,2,25.0
8078722,2024,20241252,12,63,2,59,6,3.0,2,1.0
8078722,2024,20241252,12,63,2,59,6,3.0,2,25.0
8078722,2024,20241252,12,63,2,59,6,3.0,2,1.0
8078722,2024,20241252,12,63,2,59,6,3.0,2,25.0
8078722,2024,20241252,12,63,2,32,6,10.0,2,1.0
8078722,2024,20241252,12,63,2,32,6,10.0,2,25.0
8078722,2024,20241252,12,63,2,32,6,10.0,2,1.0
8078722,2024,20241252,12,63,2,32,6,10.0,2,25.0
8078722,2024,20241252,12,63,2,32,6,10.0,2,1.0
8078722,2024,20241252,12,63,2,32,6,10.0,2,25.0
8078723,2024,20241252,12,63,1,32,6,3.0,2,10.0
8078723,2024,20241252,12,63,1,32,6,3.0,2,10.0
8078723,2024,20241252,12,63,1,32,6,3.0,2,10.0
8078723,2024,20241252,12,63,2,25,6,8.0,2,10.0
8078723,2024,20241252,12,63,2,25,6,8.0,2,10.0
8078723,2024,20241252,12,63,2,25,6,8.0,2,10.0
8078723,2024,20241252,12,63,2,8,6,3.0,2,10.0
8078723,2024,20241252,12,63,2,8,6,3.0,2,10.0
8078723,2024,20241252,12,63,2,8,6,3.0,2,10.0
8078723,2024,20241252,12,63,2,67,6,3.0,2,10.0
8078723,2024,20241252,12,63,2,67,6,3.0,2,10.0
8078723,2024,20241252,12,63,2,67,6,3.0,2,10.0
8078724,2024,20241252,12,63,2,56,6,3.0,2,97.0
8078724,2024,20241252,12,63,1,11,6,4.0,2,97.0
8078725,2024,20241252,12,63,2,61,6,3.0,2,56.0
8078725,2024,20241252,12,63,2,61,6,3.0,2,56.0
8078725,2024,20241252,12,63,2,40,6,8.0,2,56.0
8078725,2024,20241252,12,63,2,40,6,8.0,2,56.0
8078726,2024,20241252,12,63,1,44,6,4.0,2,41.0
8078726,2024,20241252,12,63,1,44,6,4.0,2,41.0
8078726,2024,20241252,12,63,2,34,6,4.0,2,41.0
8078726,2024,20241252,12,63,2,34,6,4.0,2,41.0
8078726,2024,20241252,12,63,1,11,6,4.0,2,41.0
8078726,2024,20241252,12,63,1,11,6,4.0,2,41.0
8078728,2024,20241252,12,63,2,61,6,4.0,2,56.0
8078728,2024,20241252,12,63,2,61,6,4.0,2,56.0
8078728,2024,20241252,12,63,2,61,6,4.0,2,56.0
8078728,2024,20241252,12,63,1,83,6,3.0,2,56.0
8078728,2024,20241252,12,63,1,83,6,3.0,2,56.0
8078728,2024,20241252,12,63,1,83,6,3.0,2,56.0
8078728,2024,20241252,12,63,2,84,6,1.0,2,56.0
8078728,2024,20241252,12,63,2,84,6,1.0,2,56.0
8078728,2024,20241252,12,63,2,84,6,1.0,2,56.0
8078729,2024,20241252,12,63,2,27,6,1.0,2,31.0
8078729,2024,20241252,12,63,2,27,6,1.0,2,31.0
8078729,2024,20241252,12,63,1,39,6,3.0,2,31.0
8078729,2024,20241252,12,63,1,39,6,3.0,2,31.0
8078729,2024,20241252,12,63,1,8,6,3.0,2,31.0
8078729,2024,20241252,12,63,1,8,6,3.0,2,31.0
8078730,2024,20241252,12,63,1,29,6,3.0,2,41.0
8078730,2024,20241252,12,63,1,29,6,3.0,2,41.0
8078730,2024,20241252,12,63,1,29,6,3.0,2,41.0
8078730,2024,20241252,12,63,1,29,6,3.0,2,41.0
8078730,2024,20241252,12,63,1,23,6,8.0,2,41.0
8078730,2024,20241252,12,63,1,23,6,8.0,2,41.0
8078730,2024,20241252,12,63,1,23,6,8.0,2,41.0
8078730,2024,20241252,12,63,1,23,6,8.0,2,41.0
8078731,2024,20241252,12,63,2,71,6,3.0,1,
8078731,2024,20241252,12,63,2,71,6,3.0,2,
8078731,2024,20241252,12,63,2,71,6,3.0,2,
8078731,2024,20241252,12,63,1,52,6,8.0,1,
8078731,2024,20241252,12,63,1,52,6,8.0,2,
8078731,2024,20241252,12,63,1,52,6,8.0,2,
8078731,2024,20241252,12,63,1,41,6,5.0,1,
8078731,2024,20241252,12,63,1,41,6,5.0,2,
8078731,2024,20241252,12,63,1,41,6,5.0,2,
8078732,2024,20241252,12,63,1,37,6,5.0,2,47.0
8078734,2024,20241252,12,63,1,55,6,1.0,2,33.0
8078734,2024,20241252,12,63,1,55,6,1.0,2,46.0
8078734,2024,20241252,12,63,1,55,6,1.0,2,33.0
8078734,2024,20241252,12,63,1,55,6,1.0,2,46.0
8078734,2024,20241252,12,63,1,55,6,1.0,2,33.0
8078734,2024,20241252,12,63,1,55,6,1.0,2,46.0
8078734,2024,20241252,12,63,2,54,6,4.0,2,33.0
8078734,2024,20241252,12,63,2,54,6,4.0,2,46.0
8078734,2024,20241252,12,63,2,54,6,4.0,2,33.0
8078734,2024,20241252,12,63,2,54,6,4.0,2,46.0
8078734,2024,20241252,12,63,2,54,6,4.0,2,33.0
8078734,2024,20241252,12,63,2,54,6,4.0,2,46.0
8078734,2024,20241252,12,63,2,24,6,5.0,2,33.0
8078734,2024,20241252,12,63,2,24,6,5.0,2,46.0
8078734,2024,20241252,12,63,2,24,6,5.0,2,33.0
8078734,2024,20241252,12,63,2,24,6,5.0,2,46.0
8078734,2024,20241252,12,63,2,24,6,5.0,2,33.0
8078734,2024,20241252,12,63,2,24,6,5.0,2,46.0
8078734,2024,20241252,12,63,2,7,6,3.0,2,33.0
8078734,2024,20241252,12,63,2,7,6,3.0,2,46.0
8078734,2024,20241252,12,63,2,7,6,3.0,2,33.0
8078734,2024,20241252,12,63,2,7,6,3.0,2,46.0
8078734,2024,20241252,12,63,2,7,6,3.0,2,33.0
8078734,2024,20241252,12,63,2,7,6,3.0,2,46.0
8078735,2024,20241252,12,63,1,77,6,3.0,2,47.0
8078736,2024,20241252,12,63,1,42,6,8.0,2,85.0
8078737,2024,20241252,12,63,1,54,6,5.0,2,49.0
8078737,2024,20241252,12,63,1,54,6,5.0,2,95.0
8078737,2024,20241252,12,63,1,54,6,5.0,2,49.0
8078737,2024,20241252,12,63,1,54,6,5.0,2,95.0
8078737,2024,20241252,12,63,1,54,6,5.0,2,49.0
8078737,2024,20241252,12,63,1,54,6,5.0,2,95.0
8078737,2024,20241252,12,63,2,79,6,3.0,2,49.0
8078737,2024,20241252,12,63,2,79,6,3.0,2,95.0
8078737,2024,20241252,12,63,2,79,6,3.0,2,49.0
8078737,2024,20241252,12,63,2,79,6,3.0,2,95.0
8078737,2024,20241252,12,63,2,79,6,3.0,2,49.0
8078737,2024,20241252,12,63,2,79,6,3.0,2,95.0
8078737,2024,20241252,12,63,1,60,6,3.0,2,49.0
8078737,2024,20241252,12,63,1,60,6,3.0,2,95.0
8078737,2024,20241252,12,63,1,60,6,3.0,2,49.0
8078737,2024,20241252,12,63,1,60,6,3.0,2,95.0
8078737,2024,20241252,12,63,1,60,6,3.0,2,49.0
8078737,2024,20241252,12,63,1,60,6,3.0,2,95.0
8078737,2024,20241252,12,63,1,8,6,3.0,2,49.0
8078737,2024,20241252,12,63,1,8,6,3.0,2,95.0
8078737,2024,20241252,12,63,1,8,6,3.0,2,49.0
8078737,2024,20241252,12,63,1,8,6,3.0,2,95.0
8078737,2024,20241252,12,63,1,8,6,3.0,2,49.0
8078737,2024,20241252,12,63,1,8,6,3.0,2,95.0
8078738,2024,20241252,12,63,2,59,6,3.0,2,47.0
8078738,2024,20241252,12,63,2,59,6,3.0,2,47.0
8078738,2024,20241252,12,63,2,25,6,9.0,2,47.0
8078738,2024,20241252,12,63,2,25,6,9.0,2,47.0
8078739,2024,20241252,12,63,1,36,6,10.0,2,84.0
8078739,2024,20241252,12,63,1,36,6,10.0,2,84.0
8078739,2024,20241252,12,63,1,36,6,10.0,2,84.0
8078739,2024,20241252,12,63,2,36,6,8.0,2,84.0
8078739,2024,20241252,12,63,2,36,6,8.0,2,84.0
8078739,2024,20241252,12,63,2,36,6,8.0,2,84.0
8078739,2024,20241252,12,63,1,15,6,5.0,2,84.0
8078739,2024,20241252,12,63,1,15,6,5.0,2,84.0
8078739,2024,20241252,12,63,1,15,6,5.0,2,84.0
8078740,2024,20241252,12,63,1,46,6,5.0,2,30.0
8078740,2024,20241252,12,63,1,46,6,5.0,2,55.0
8078740,2024,20241252,12,63,1,46,6,5.0,2,30.0
8078740,2024,20241252,12,63,1,46,6,5.0,2,55.0
8078740,2024,20241252,12,63,2,34,6,5.0,2,30.0
8078740,2024,20241252,12,63,2,34,6,5.0,2,55.0
8078740,2024,20241252,12,63,2,34,6,5.0,2,30.0
8078740,2024,20241252,12,63,2,34,6,5.0,2,55.0
8078740,2024,20241252,12,63,2,11,6,3.0,2,30.0
8078740,2024,20241252,12,63,2,11,6,3.0,2,55.0
8078740,2024,20241252,12,63,2,11,6,3.0,2,30.0
8078740,2024,20241252,12,63,2,11,6,3.0,2,55.0
8078741,2024,20241252,12,63,1,51,6,3.0,2,45.0
8078741,2024,20241252,12,63,1,51,6,3.0,2,47.0
8078741,2024,20241252,12,63,1,51,6,3.0,2,47.0
8078741,2024,20241252,12,63,1,51,6,3.0,2,45.0
8078741,2024,20241252,12,63,1,51,6,3.0,2,47.0
8078741,2024,20241252,12,63,1,51,6,3.0,2,47.0
8078741,2024,20241252,12,63,1,51,6,3.0,2,45.0
8078741,2024,20241252,12,63,1,51,6,3.0,2,47.0
8078741,2024,20241252,12,63,1,51,6,3.0,2,47.0
8078741,2024,20241252,12,63,1,51,6,3.0,2,45.0
8078741,2024,20241252,12,63,1,51,6,3.0,2,47.0
8078741,2024,20241252,12,63,1,51,6,3.0,2,47.0
8078741,2024,20241252,12,63,2,43,6,4.0,2,45.0
8078741,2024,20241252,12,63,2,43,6,4.0,2,47.0
8078741,2024,20241252,12,63,2,43,6,4.0,2,47.0
8078741,2024,20241252,12,63,2,43,6,4.0,2,45.0
8078741,2024,20241252,12,63,2,43,6,4.0,2,47.0
8078741,2024,20241252,12,63,2,43,6,4.0,2,47.0
8078741,2024,20241252,12,63,2,43,6,4.0,2,45.0
8078741,2024,20241252,12,63,2,43,6,4.0,2,47.0
8078741,2024,20241252,12,63,2,43,6,4.0,2,47.0
8078741,2024,20241252,12,63,2,43,6,4.0,2,45.0
8078741,2024,20241252,12,63,2,43,6,4.0,2,47.0
8078741,2024,20241252,12,63,2,43,6,4.0,2,47.0
8078741,2024,20241252,12,63,2,25,6,9.0,2,45.0
8078741,2024,20241252,12,63,2,25,6,9.0,2,47.0
8078741,2024,20241252,12,63,2,25,6,9.0,2,47.0
8078741,2024,20241252,12,63,2,25,6,9.0,2,45.0
8078741,2024,20241252,12,63,2,25,6,9.0,2,47.0
8078741,2024,20241252,12,63,2,25,6,9.0,2,47.0
8078741,2024,20241252,12,63,2,25,6,9.0,2,45.0
8078741,2024,20241252,12,63,2,25,6,9.0,2,47.0
8078741,2024,20241252,12,63,2,25,6,9.0,2,47.0
8078741,2024,20241252,12,63,2,25,6,9.0,2,45.0
8078741,2024,20241252,12,63,2,25,6,9.0,2,47.0
8078741,2024,20241252,12,63,2,25,6,9.0,2,47.0
8078741,2024,20241252,12,63,2,24,6,8.0,2,45.0
8078741,2024,20241252,12,63,2,24,6,8.0,2,47.0
8078741,2024,20241252,12,63,2,24,6,8.0,2,47.0
8078741,2024,20241252,12,63,2,24,6,8.0,2,45.0
8078741,2024,20241252,12,63,2,24,6,8.0,2,47.0
8078741,2024,20241252,12,63,2,24,6,8.0,2,47.0
8078741,2024,20241252,12,63,2,24,6,8.0,2,45.0
8078741,2024,20241252,12,63,2,24,6,8.0,2,47.0
8078741,2024,20241252,12,63,2,24,6,8.0,2,47.0
8078741,2024,20241252,12,63,2,24,6,8.0,2,45.0
8078741,2024,20241252,12,63,2,24,6,8.0,2,47.0
8078741,2024,20241252,12,63,2,24,6,8.0,2,47.0
8078742,2024,20241252,12,63,1,49,6,5.0,2,43.0
8078743,2024,20241252,12,63,2,41,6,5.0,2,56.0
8078743,2024,20241252,12,63,2,41,6,5.0,2,56.0
8078743,2024,20241252,12,63,2,5,6,2.0,2,56.0
8078743,2024,20241252,12,63,2,5,6,2.0,2,56.0
8078743,2024,20241252,12,63,2,22,6,5.0,2,56.0
8078743,2024,20241252,12,63,2,22,6,5.0,2,56.0
8078743,2024,20241252,12,63,2,1,6,,2,56.0
8078743,2024,20241252,12,63,2,1,6,,2,56.0
8078744,2024,20241252,12,63,1,30,6,5.0,2,1.0
8078746,2024,20241252,12,63,1,42,6,8.0,2,14.0
8078746,2024,20241252,12,63,1,42,6,8.0,2,96.0
8078746,2024,20241252,12,63,1,42,6,8.0,2,14.0
8078746,2024,20241252,12,63,1,42,6,8.0,2,96.0
8078746,2024,20241252,12,63,1,42,6,8.0,2,14.0
8078746,2024,20241252,12,63,1,42,6,8.0,2,96.0
8078746,2024,20241252,12,63,2,41,6,5.0,2,14.0
8078746,2024,20241252,12,63,2,41,6,5.0,2,96.0
8078746,2024,20241252,12,63,2,41,6,5.0,2,14.0
8078746,2024,20241252,12,63,2,41,6,5.0,2,96.0
8078746,2024,20241252,12,63,2,41,6,5.0,2,14.0
8078746,2024,20241252,12,63,2,41,6,5.0,2,96.0
8078746,2024,20241252,12,63,1,19,6,5.0,2,14.0
8078746,2024,20241252,12,63,1,19,6,5.0,2,96.0
8078746,2024,20241252,12,63,1,19,6,5.0,2,14.0
8078746,2024,20241252,12,63,1,19,6,5.0,2,96.0
8078746,2024,20241252,12,63,1,19,6,5.0,2,14.0
8078746,2024,20241252,12,63,1,19,6,5.0,2,96.0
8078746,2024,20241252,12,63,1,11,6,3.0,2,14.0
8078746,2024,20241252,12,63,1,11,6,3.0,2,96.0
8078746,2024,20241252,12,63,1,11,6,3.0,2,14.0
8078746,2024,20241252,12,63,1,11,6,3.0,2,96.0
8078746,2024,20241252,12,63,1,11,6,3.0,2,14.0
8078746,2024,20241252,12,63,1,11,6,3.0,2,96.0
8078747,2024,20241252,12,63,1,42,6,9.0,2,1.0
8078747,2024,20241252,12,63,1,42,6,9.0,2,95.0
8078747,2024,20241252,12,63,1,42,6,9.0,2,1.0
8078747,2024,20241252,12,63,1,42,6,9.0,2,95.0
8078747,2024,20241252,12,63,1,42,6,9.0,2,1.0
8078747,2024,20241252,12,63,1,42,6,9.0,2,95.0
8078747,2024,20241252,12,63,2,52,6,5.0,2,1.0
8078747,2024,20241252,12,63,2,52,6,5.0,2,95.0
8078747,2024,20241252,12,63,2,52,6,5.0,2,1.0
8078747,2024,20241252,12,63,2,52,6,5.0,2,95.0
8078747,2024,20241252,12,63,2,52,6,5.0,2,1.0
8078747,2024,20241252,12,63,2,52,6,5.0,2,95.0
8078747,2024,20241252,12,63,1,21,6,10.0,2,1.0
8078747,2024,20241252,12,63,1,21,6,10.0,2,95.0
8078747,2024,20241252,12,63,1,21,6,10.0,2,1.0
8078747,2024,20241252,12,63,1,21,6,10.0,2,95.0
8078747,2024,20241252,12,63,1,21,6,10.0,2,1.0
8078747,2024,20241252,12,63,1,21,6,10.0,2,95.0
8078748,2024,20241252,12,63,2,46,6,5.0,2,
8078748,2024,20241252,12,63,2,46,6,5.0,2,
8078748,2024,20241252,12,63,2,46,6,5.0,2,
8078748,2024,20241252,12,63,2,23,6,8.0,2,
8078748,2024,20241252,12,63,2,23,6,8.0,2,
8078748,2024,20241252,12,63,2,23,6,8.0,2,
8078748,2024,20241252,12,63,1,25,6,5.0,2,
8078748,2024,20241252,12,63,1,25,6,5.0,2,
8078748,2024,20241252,12,63,1,25,6,5.0,2,
8078749,2024,20241252,12,63,1,41,6,3.0,2,95.0
8078749,2024,20241252,12,63,1,41,6,3.0,2,46.0
8078749,2024,20241252,12,63,1,41,6,3.0,2,95.0
8078749,2024,20241252,12,63,1,41,6,3.0,2,46.0
8078749,2024,20241252,12,63,2,41,6,5.0,2,95.0
8078749,2024,20241252,12,63,2,41,6,5.0,2,46.0
8078749,2024,20241252,12,63,2,41,6,5.0,2,95.0
8078749,2024,20241252,12,63,2,41,6,5.0,2,46.0
8078749,2024,20241252,12,63,2,14,6,4.0,2,95.0
8078749,2024,20241252,12,63,2,14,6,4.0,2,46.0
8078749,2024,20241252,12,63,2,14,6,4.0,2,95.0
8078749,2024,20241252,12,63,2,14,6,4.0,2,46.0
8078749,2024,20241252,12,63,2,13,6,4.0,2,95.0
8078749,2024,20241252,12,63,2,13,6,4.0,2,46.0
8078749,2024,20241252,12,63,2,13,6,4.0,2,95.0
8078749,2024,20241252,12,63,2,13,6,4.0,2,46.0
8078750,2024,20241252,12,63,2,49,6,3.0,2,56.0
8078750,2024,20241252,12,63,2,49,6,3.0,2,96.0
8078750,2024,20241252,12,63,2,49,6,3.0,2,56.0
8078750,2024,20241252,12,63,2,49,6,3.0,2,47.0
8078750,2024,20241252,12,63,2,49,6,3.0,2,56.0
8078750,2024,20241252,12,63,2,49,6,3.0,2,96.0
8078750,2024,20241252,12,63,2,49,6,3.0,2,56.0
8078750,2024,20241252,12,63,2,49,6,3.0,2,47.0
8078750,2024,20241252,12,63,2,49,6,3.0,2,56.0
8078750,2024,20241252,12,63,2,49,6,3.0,2,96.0
8078750,2024,20241252,12,63,2,49,6,3.0,2,56.0
8078750,2024,20241252,12,63,2,49,6,3.0,2,47.0
8078750,2024,20241252,12,63,2,49,6,3.0,2,56.0
8078750,2024,20241252,12,63,2,49,6,3.0,2,96.0
8078750,2024,20241252,12,63,2,49,6,3.0,2,56.0
8078750,2024,20241252,12,63,2,49,6,3.0,2,47.0
8078750,2024,20241252,12,63,1,27,6,5.0,2,56.0
8078750,2024,20241252,12,63,1,27,6,5.0,2,96.0
8078750,2024,20241252,12,63,1,27,6,5.0,2,56.0
8078750,2024,20241252,12,63,1,27,6,5.0,2,47.0
8078750,2024,20241252,12,63,1,27,6,5.0,2,56.0
8078750,2024,20241252,12,63,1,27,6,5.0,2,96.0
8078750,2024,20241252,12,63,1,27,6,5.0,2,56.0
8078750,2024,20241252,12,63,1,27,6,5.0,2,47.0
8078750,2024,20241252,12,63,1,27,6,5.0,2,56.0
8078750,2024,20241252,12,63,1,27,6,5.0,2,96.0
8078750,2024,20241252,12,63,1,27,6,5.0,2,56.0
8078750,2024,20241252,12,63,1,27,6,5.0,2,47.0
8078750,2024,20241252,12,63,1,27,6,5.0,2,56.0
8078750,2024,20241252,12,63,1,27,6,5.0,2,96.0
8078750,2024,20241252,12,63,1,27,6,5.0,2,56.0
8078750,2024,20241252,12,63,1,27,6,5.0,2,47.0
8078750,2024,20241252,12,63,1,23,6,6.0,2,56.0
8078750,2024,20241252,12,63,1,23,6,6.0,2,96.0
8078750,2024,20241252,12,63,1,23,6,6.0,2,56.0
8078750,2024,20241252,12,63,1,23,6,6.0,2,47.0
8078750,2024,20241252,12,63,1,23,6,6.0,2,56.0
8078750,2024,20241252,12,63,1,23,6,6.0,2,96.0
8078750,2024,20241252,12,63,1,23,6,6.0,2,56.0
8078750,2024,20241252,12,63,1,23,6,6.0,2,47.0
8078750,2024,20241252,12,63,1,23,6,6.0,2,56.0
8078750,2024,20241252,12,63,1,23,6,6.0,2,96.0
8078750,2024,20241252,12,63,1,23,6,6.0,2,56.0
8078750,2024,20241252,12,63,1,23,6,6.0,2,47.0
8078750,2024,20241252,12,63,1,23,6,6.0,2,56.0
8078750,2024,20241252,12,63,1,23,6,6.0,2,96.0
8078750,2024,20241252,12,63,1,23,6,6.0,2,56.0
8078750,2024,20241252,12,63,1,23,6,6.0,2,47.0
8078750,2024,20241252,12,63,2,26,6,5.0,2,56.0
8078750,2024,20241252,12,63,2,26,6,5.0,2,96.0
8078750,2024,20241252,12,63,2,26,6,5.0,2,56.0
8078750,2024,20241252,12,63,2,26,6,5.0,2,47.0
8078750,2024,20241252,12,63,2,26,6,5.0,2,56.0
8078750,2024,20241252,12,63,2,26,6,5.0,2,96.0
8078750,2024,20241252,12,63,2,26,6,5.0,2,56.0
8078750,2024,20241252,12,63,2,26,6,5.0,2,47.0
8078750,2024,20241252,12,63,2,26,6,5.0,2,56.0
8078750,2024,20241252,12,63,2,26,6,5.0,2,96.0
8078750,2024,20241252,12,63,2,26,6,5.0,2,56.0
8078750,2024,20241252,12,63,2,26,6,5.0,2,47.0
8078750,2024,20241252,12,63,2,26,6,5.0,2,56.0
8078750,2024,20241252,12,63,2,26,6,5.0,2,96.0
8078750,2024,20241252,12,63,2,26,6,5.0,2,56.0
8078750,2024,20241252,12,63,2,26,6,5.0,2,47.0
8078751,2024,20241252,12,63,2,61,6,3.0,2,47.0
8078751,2024,20241252,12,63,2,61,6,3.0,2,47.0
8078751,2024,20241252,12,63,2,61,6,3.0,2,97.0
8078751,2024,20241252,12,63,2,61,6,3.0,2,47.0
8078751,2024,20241252,12,63,2,61,6,3.0,2,47.0
8078751,2024,20241252,12,63,2,61,6,3.0,2,97.0
8078751,2024,20241252,12,63,2,61,6,3.0,2,47.0
8078751,2024,20241252,12,63,2,61,6,3.0,2,47.0
8078751,2024,20241252,12,63,2,61,6,3.0,2,97.0
8078751,2024,20241252,12,63,2,61,6,3.0,2,47.0
8078751,2024,20241252,12,63,2,61,6,3.0,2,47.0
8078751,2024,20241252,12,63,2,61,6,3.0,2,97.0
8078751,2024,20241252,12,63,2,61,6,3.0,2,47.0
